codigo;ncm;descricao;anexo;segmento;item;convenios
17.104.00;1701.91.00;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;XVII;PRODUTOS ALIMENTÍCIOS;104.0;
17.104.01;1701.91.00;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;104.1;
17.104.02;1701.91.00;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;104.2;
17.105.00;1702;Outros açúcares em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;XVII;PRODUTOS ALIMENTÍCIOS;105.0;
17.105.01;1702;Outros açúcares, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;105.1;
17.105.02;1702;Outros açúcares, em embalagens de conteúdo superior a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;105.2;
17.106.00;2008.19.00;Milho para pipoca (micro-ondas);XVII;PRODUTOS ALIMENTÍCIOS;106.0;
17.107.00;2101.1;Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em embalagens de conteúdo inferior ou igual a 500 g, exceto os classificados no CEST 17.107.01;XVII;PRODUTOS ALIMENTÍCIOS;107.0;
17.107.01;2101.1;Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em cápsulas;XVII;PRODUTOS ALIMENTÍCIOS;107.1;
17.108.00;2101.20;Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em embalagens de conteúdo inferior ou igual a 500 g, exceto as bebidas prontas à base de mate ou chá e os itens classificados no CEST 17.108.01;XVII;PRODUTOS ALIMENTÍCIOS;108.0;
17.108.01;2101.20;Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em cápsulas;XVII;PRODUTOS ALIMENTÍCIOS;108.1;
17.109.00;1901.90.90
2101.11.90
2101.12.00;Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g;XVII;PRODUTOS ALIMENTÍCIOS;109.0;
17.110.00;2202.10.00;Refrescos e outras bebidas prontas para beber, à base de chá e mate;XVII;PRODUTOS ALIMENTÍCIOS;110.0;
17.111.00;2202.10.00;Refrescos e outras bebidas não alcoólicas, exceto os refrigerantes e as demais bebidas nos CEST 03.007.00 e 17.110.00;XVII;PRODUTOS ALIMENTÍCIOS;111.0;
17.112.00;2202.99.00;Néctares de frutas e outras bebidas não alcoólicas prontas para beber, exceto bebidas hidroeletrolíticas e energéticos;XVII;PRODUTOS ALIMENTÍCIOS;112.0;CV120/20
17.113.00;2101.20
2202.99.00;Bebidas prontas à base de mate ou chá;XVII;PRODUTOS ALIMENTÍCIOS;113.0;
17.114.00;2202.99.00;Bebidas prontas à base de café;XVII;PRODUTOS ALIMENTÍCIOS;114.0;
17.115.00;2202.99.00;Bebidas alimentares prontas à base de soja, leite ou cacau, inclusive os produtos denominados bebidas lácteas

 ;XVII;PRODUTOS ALIMENTÍCIOS;115.0;
19.003.00;3916.10.00
3916.90;Outros espirais - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914;XVIII;PRODUTOS DE PAPELARIA;3.0;
19.004.00;3926.10.00;Artigos de escritório e artigos escolares de plástico e outros materiais classificados nas posições 3901 a 3914, exceto estojos;XVIII;PRODUTOS DE PAPELARIA;4.0;
19.005.00;4202.1
4202.9;Maletas e pastas para documentos e de estudante, e artefatos semelhantes;XVIII;PRODUTOS DE PAPELARIA;5.0;
19.005.01;4202.1
4202.9;Baús, malas e maletas para viagem;XVIII;PRODUTOS DE PAPELARIA;5.1;
19.006.00;3926.90.90;Prancheta de plástico;XVIII;PRODUTOS DE PAPELARIA;6.0;
19.007.00;4802.20.90
4811.90.90;Bobina para fax;XVIII;PRODUTOS DE PAPELARIA;7.0;
19.008.00;4802.54.9;Papel seda;XVIII;PRODUTOS DE PAPELARIA;8.0;
19.009.00;4802.54.99
4802.57.99
4816.20.00;Bobina para máquina de calcular, PDV ou equipamentos similares;XVIII;PRODUTOS DE PAPELARIA;9.0;
19.010.00;4802.56.9
4802.57.9
4802.58.9;Cartolina escolar e papel cartão, brancos e coloridos, cortados em folhas em que um lado seja inferior ou igual a 500 mm e o outro inferior ou igual a 700 mm, quando não dobradas, e peso igual ou superior a 120g/m²; recados autoadesivos (LP note); papéis de presente; todos cortados em tamanho pronto para uso escolar e doméstico;XVIII;PRODUTOS DE PAPELARIA;10.0;
19.011.00;3703.10.10
3703.10.29
3703.20.00
3703.90.10
3704.00.00
4802.20.00;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela;XVIII;PRODUTOS DE PAPELARIA;11.0;
19.012.00;4810.13.90;Papel almaço;XVIII;PRODUTOS DE PAPELARIA;12.0;
19.013.00;4816.90.10;Papel hectográfico;XVIII;PRODUTOS DE PAPELARIA;13.0;
19.014.00;3920.20.19;Papel celofane e tipo celofane;XVIII;PRODUTOS DE PAPELARIA;14.0;
19.015.00;4806.20.00;Papel impermeável;XVIII;PRODUTOS DE PAPELARIA;15.0;
19.016.00;4808.10.00;Papel crepon;XVIII;PRODUTOS DE PAPELARIA;16.0;
19.017.00;4810.22.90;Papel fantasia;XVIII;PRODUTOS DE PAPELARIA;17.0;
19.018.00;4809
4816;Papel-carbono, papel autocopiativo (exceto os vendidos em rolos de diâmetro igual ou superior a 60 cm e os vendidos em folhas de formato igual ou superior a 60 cm de altura e igual ou superior a 90 cm de largura) e outros papéis para cópia ou duplicação (incluídos os papéis para estênceis ou para chapas ofsete), estênceis completos e chapas ofsete, de papel, em folhas, mesmo acondicionados em caixas;XVIII;PRODUTOS DE PAPELARIA;18.0;
19.019.00;4817;Envelopes, aerogramas, bilhetes-postais não ilustrados e cartões para correspondência, de papel ou cartão, caixas, sacos e semelhantes, de papel ou cartão, contendo um sortido de artigos para correspondência;XVIII;PRODUTOS DE PAPELARIA;19.0;
19.020.00;4820.10.00;Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes;XVIII;PRODUTOS DE PAPELARIA;20.0;
19.021.00;4820.20.00;Cadernos;XVIII;PRODUTOS DE PAPELARIA;21.0;
19.022.00;4820.30.00;Classificadores, capas para encadernação (exceto as capas para livros) e capas de processos;XVIII;PRODUTOS DE PAPELARIA;22.0;
19.023.00;4820.40.00;Formulários em blocos tipo “manifold”, mesmo com folhas intercaladas de papel-carbono;XVIII;PRODUTOS DE PAPELARIA;23.0;
19.024.00;4820.50.00;Álbuns para amostras ou para coleções;XVIII;PRODUTOS DE PAPELARIA;24.0;
19.025.00;4820.90.00;Pastas para documentos, outros artigos escolares, de escritório ou de papelaria, de papel ou cartão e capas para livros, de papel ou cartão;XVIII;PRODUTOS DE PAPELARIA;25.0;
19.026.00;4909.00.00;Cartões postais impressos ou ilustrados, cartões impressos com votos ou mensagens pessoais, mesmo ilustrados, com ou sem envelopes, guarnições ou aplicações (conhecidos como cartões de expressão social - de época/sentimento);XVIII;PRODUTOS DE PAPELARIA;26.0;
19.027.00;9608.10.00;Canetas esferográficas;XVIII;PRODUTOS DE PAPELARIA;27.0;
19.028.00;9608.20.00;Canetas e marcadores, com ponta de feltro ou com outras pontas porosas;XVIII;PRODUTOS DE PAPELARIA;28.0;
19.029.00;9608.30.00;Canetas tinteiro;XVIII;PRODUTOS DE PAPELARIA;29.0;
19.030.00;9608;Outras canetas; sortidos de canetas;XVIII;PRODUTOS DE PAPELARIA;30.0;
19.031.00;4802.56;Papel cortado “cutsize” (tipo A3, A4, ofício I e II, carta e outros);XVIII;PRODUTOS DE PAPELARIA;31.0;
19.032.00;5210.59.90;Papel camurça;XVIII;PRODUTOS DE PAPELARIA;32.0;
19.033.00;7607.11.90;Papel laminado e papel espelho

 ;XVIII;PRODUTOS DE PAPELARIA;33.0;
20.001.00;1211.90.90;Henna (embalagens de conteúdo inferior ou igual a 200 g);XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;1.0;
20.001.01;1211.90.90;Henna (embalagens de conteúdo superior a 200 g);XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;1.1;
20.002.00;2712.10.00;Vaselina;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;2.0;
20.003.00;2814.20.00;Amoníaco em solução aquosa (amônia);XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;3.0;
20.004.00;2847.00.00;Peróxido de hidrogênio, em embalagens de conteúdo inferior ou igual a 500 ml;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;4.0;
20.005.00;3006.70.00;Lubrificação íntima;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;5.0;
20.006.00;3301;Óleos essenciais (desterpenados ou não), incluídos os chamados “concretos” ou “absolutos”; resinoides; oleorresinas de extração; soluções concentradas de óleos essenciais em gorduras, em óleos fixos, em ceras ou em matérias análogas, obtidas por tratamento de flores através de substâncias gordas ou por maceração; subprodutos terpênicos residuais da desterpenação dos óleos essenciais; águas destiladas aromáticas e soluções aquosas de óleos essenciais, em embalagens de conteúdo inferior ou igual a 500 ml;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;6.0;
20.007.00;3303.00.10;Perfumes (extratos);XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;7.0;
20.008.00;3303.00.20;Águas-de-colônia;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;8.0;
20.009.00;3304.10.00;Produtos de maquilagem para os lábios;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;9.0;
20.010.00;3304.20.10;Sombra, delineador, lápis para sobrancelhas e rímel;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;10.0;
20.011.00;3304.20.90;Outros produtos de maquilagem para os olhos;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;11.0;
20.012.00;3304.30.00;Preparações para manicuros e pedicuros, incluindo removedores de esmalte à base de acetona;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;12.0;
20.013.00;3304.91.00;Pós, incluídos os compactos;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;13.0;
20.014.00;3304.99.10;Cremes de beleza, cremes nutritivos e loções tônicas;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;14.0;
20.015.00;3304.99.90;Outros produtos de beleza ou de maquilagem preparados e preparações para conservação ou cuidados da pele, exceto as preparações solares e antissolares;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;15.0;
20.016.00;3304.99.90;Preparações solares e antissolares;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;16.0;
20.017.00;3305.10.00;Xampus para o cabelo;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;17.0;
20.018.00;3305.20.00;Preparações para ondulação ou alisamento, permanentes, dos cabelos;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;18.0;
20.019.00;3305.30.00;Laquês para o cabelo;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;19.0;
20.020.00;3305.90.00;Outras preparações capilares, incluindo máscaras e finalizadores;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;20.0;
20.021.00;3305.90.00;Condicionadores;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;21.0;
20.022.00;3305.90.00;Tintura para o cabelo;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;22.0;
20.023.00;3306.10.00;Dentifrícios;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;23.0;
20.024.00;3306.20.00;Fios utilizados para limpar os espaços interdentais (fios dentais);XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;24.0;
20.025.00;3306.90.00;Outras preparações para higiene bucal ou dentária;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;25.0;
20.026.00;3307.10.00;Preparações para barbear (antes, durante ou após);XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;26.0;
20.027.00;3307.20.10;Desodorantes (desodorizantes) corporais líquidos, exceto os classificados no CEST 20.027.01;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;27.0;
20.027.01;3307.20.10;Loções e óleos desodorantes hidratantes líquidos;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;27.1;
20.028.00;3307.20.10;Antiperspirantes líquidos;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;28.0;
20.029.00;3307.20.90;Outros desodorantes (desodorizantes) corporais, exceto os classificados no CEST 20.029.01;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;29.0;
20.029.01;3307.20.90;Outras loções e óleos desodorantes hidratantes;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;29.1;
20.030.00;3307.20.90;Outros antiperspirantes;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;30.0;
20.031.00;3307.30.00;Sais perfumados e outras preparações para banhos;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;31.0;
20.032.00;3307.90.00;Outros produtos de perfumaria preparados;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;32.0;
20.032.01;3307.90.00;Outros produtos de toucador preparados;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;32.1;
20.033.00;3307.90.00;Soluções para lentes de contato ou para olhos artificiais;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;33.0;
20.034.00;3401.11.90;Sabões de toucador em barras, pedaços ou figuras moldados, exceto CEST 20.034.01;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;34.0;
20.034.01;3401.11.90;Lenços umedecidos;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;34.1;
20.035.00;3401.19.00;Outros sabões, produtos e preparações, em barras, pedaços ou figuras moldados;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;35.0;
REVOGADO;;;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;35.1;
20.036.00;3401.20.10;Sabões de toucador sob outras formas;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;36.0;
20.037.00;3401.30.00;Produtos e preparações orgânicos tensoativos para lavagem da pele, na forma de líquido ou de creme, acondicionados para venda a retalho, mesmo contendo sabão;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;37.0;
20.038.00;4014.90.10;Bolsa para gelo ou para água quente;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;38.0;
20.039.00;4014.90.90;Chupetas e bicos para mamadeiras e para chupetas, de borracha;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;39.0;
20.040.00;3924.90.00
3926.90.40
926.90.90;Chupetas e bicos para mamadeiras e para chupetas, de silicone;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;40.0;
20.041.00;4202.1;Malas e maletas de toucador;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;41.0;
20.042.00;4818.10.00;Papel higiênico - folha simples;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;42.0;
20.043.00;4818.10.00;Papel higiênico - folha dupla e tripla;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;43.0;
20.044.00;4818.20.00;Lenços (incluídos os de maquilagem) e toalhas de mão;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;44.0;
20.045.00;4818.20.00;Papel toalha de uso institucional do tipo comercializado em rolos igual ou superior a 80 metros e do tipo comercializado em folhas intercaladas;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;45.0;
20.046.00;4818.30.00;Toalhas e guardanapos de mesa;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;46.0;
20.047.00;4818.90.90;Toalhas de cozinha (papel toalha de uso doméstico);XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;47.0;
20.048.00;9619.00.00;Fraldas, exceto os descritos no CEST 20.048.01;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;48.0;
20.048.01;9619.00.00;Fraldas de fibras têxteis;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;48.1;
20.049.00;9619.00.00;Tampões higiênicos;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;49.0;
20.050.00;9619.00.00;Absorventes higiênicos externos;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;50.0;
20.051.00;5601.21.90;Hastes flexíveis (uso não medicinal);XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;51.0;
20.052.00;5603.92.90;Sutiã descartável, assemelhados e papel para depilação;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;52.0;
20.053.00;8203.20.90;Pinças para sobrancelhas;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;53.0;
20.054.00;8214.10.00;Espátulas (artigos de cutelaria);XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;54.0;
20.055.00;8214.20.00;Utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluídas as limas para unhas);XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;55.0;
20.056.00;9025.11.10
9025.19.90;Termômetros, inclusive o digital;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;56.0;
20.057.00;9603.2;Escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas, incluídas as que sejam partes de aparelhos, exceto escovas de dentes;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;57.0;
20.058.00;9603.21.00;Escovas de dentes, incluídas as escovas para dentaduras;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;58.0;
20.059.00;9603.30.00;Pincéis para aplicação de produtos cosméticos;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;59.0;
20.060.00;9605.00.00;Sortidos de viagem, para toucador de pessoas para costura ou para limpeza de calçado ou de roupas;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;60.0;
20.061.00;9615;Pentes, travessas para cabelo e artigos semelhantes; grampos (alfinetes) para cabelo; pinças (pinceguiches), onduladores, bobes (rolos) e artefatos semelhantes para penteados, e suas partes, exceto os classificados na posição 8516 e suas partes;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;61.0;
20.062.00;9616.20.00;Borlas ou esponjas para pós ou para aplicação de outros cosméticos ou de produtos de toucador;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;62.0;
20.063.00;3923.30.00
3924.90.00
3924.10.00
4014.90.90
7010.20.00;Mamadeiras;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;63.0;
20.064.00;8212.10.20
8212.20.10;Aparelhos e lâminas de barbear

 ;XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;64.0;
21.001.00;7321.11.00
7321.81.00
7321.90.00;Fogões de cozinha de uso doméstico e suas partes;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;1.0;
21.002.00;8418.10.00;Combinações de refrigeradores e congeladores (“freezers”), munidos de portas exteriores separadas;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;2.0;
21.003.00;8418.21.00;Refrigeradores do tipo doméstico, de compressão;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;3.0;
21.004.00;8418.29.00;Outros refrigeradores do tipo doméstico;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;4.0;
21.005.00;8418.30.00;Congeladores (“freezers”) horizontais tipo arca, de capacidade não superior a 800 litros;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;5.0;
21.006.00;8418.40.00;Congeladores (“freezers”) verticais tipo armário, de capacidade não superior a 900 litros;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;6.0;
21.007.00;8418.50;Outros móveis (arcas, armários, vitrines, balcões e móveis semelhantes) para a conservação e exposição de produtos, que incorporem um equipamento para a produção de frio;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;7.0;
21.008.00;8418.69.9;Mini adega e similares;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;8.0;
21.009.00;8418.69.99;Máquinas para produção de gelo;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;9.0;
21.010.00;8418.99.00;Partes dos refrigeradores, congeladores, mini adegas e similares, máquinas para produção de gelo e bebedouros descritos nos CEST 21.002.00, 21.003.00, 21.004.00, 21.005.00, 21.006.00, 21.007.00, 21.008.00, 21.009.00 e 21.013.00;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;10.0;
21.011.00;8421.12;Secadoras de roupa de uso doméstico;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;11.0;
21.012.00;8421.19.90;Outras secadoras de roupas e centrífugas de uso doméstico;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;12.0;
21.013.00;8418.69.31;Bebedouros refrigerados para água;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;13.0;
21.014.00;8421.9;Partes das secadoras de roupas e centrífugas de uso doméstico e dos aparelhos para filtrar ou depurar água, descritos nos CEST 21.011.00 e 21.012.00 e 21.098.00;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;14.0;
21.015.00;8422.11.00
8422.90.10;Máquinas de lavar louça do tipo doméstico e suas partes;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;15.0;
21.016.00;8443.31;Máquinas que executem pelo menos duas das seguintes funções: impressão, cópia ou transmissão de telecópia (fax), capazes de ser conectadas a uma máquina automática para processamento de dados ou a uma rede;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;16.0;
21.017.00;8443.32;Outras impressoras, máquinas copiadoras e telecopiadores (fax), mesmo combinados entre si, capazes de ser conectados a uma máquina automática para processamento de dados ou a uma rede;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;17.0;
21.018.00;8443.9;Partes e acessórios de máquinas e aparelhos de impressão por meio de blocos, cilindros e outros elementos de impressão da posição 8442; e de outras impressoras, máquinas copiadoras e telecopiadores (fax), mesmo combinados entre si;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;18.0;
21.019.00;8450.11.00;Máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, de capacidade não superior a 10 kg, em peso de roupa seca, inteiramente automáticas;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;19.0;
21.020.00;8450.12.00;Outras máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, com secador centrífugo incorporado;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;20.0;
21.021.00;8450.19.00;Outras máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;21.0;
21.022.00;8450.20;Máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, de capacidade superior a 10 kg, em peso de roupa seca;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;22.0;
21.023.00;8450.90;Partes de máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;23.0;
21.024.00;8451.21.00;Máquinas de secar de uso doméstico de capacidade não superior a 10 kg, em peso de roupa seca;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;24.0;
21.025.00;8451.29.90;Outras máquinas de secar de uso doméstico;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;25.0;
21.026.00;8451.90;Partes de máquinas de secar de uso doméstico;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;26.0;
21.027.00;8452.10.00;Máquinas de costura de uso doméstico;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;27.0;
21.028.00;8471.30;Máquinas automáticas para processamento de dados, portáteis, de peso não superior a 10 kg, contendo pelo menos uma unidade central de processamento, um teclado e uma tela;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;28.0;
